aliquot_id,sample_type
TCGA-AQ-A7U7-10A-01D-A350-01,Blood Derived Normal
TCGA-AQ-A7U7-10A-01W-A43Y-09,Blood Derived Normal
TCGA-AQ-A7U7-01A-22D-A350-01,Primary Tumor
TCGA-AQ-A7U7-01A-22D-A351-09,Primary Tumor
TCGA-AQ-A7U7-01A-22W-A43Y-09,Primary Tumor
TCGA-AQ-A7U7-01A-22R-A352-07,Primary Tumor
TCGA-AQ-A7U7-01A-22D-A357-05,Primary Tumor
TCGA-AQ-A7U7-01A-22R-A358-13,Primary Tumor
TCGA-BH-A6R9-10A-01W-A35X-09,Blood Derived Normal
TCGA-BH-A6R9-10A-01D-A32I-09,Blood Derived Normal
TCGA-BH-A6R9-10A-01D-A32H-01,Blood Derived Normal
TCGA-BH-A6R9-01A-21D-A32H-01,Primary Tumor
TCGA-BH-A6R9-01A-21R-A32K-13,Primary Tumor
TCGA-BH-A6R9-01A-21D-A32T-05,Primary Tumor
TCGA-BH-A6R9-01A-21W-A35X-09,Primary Tumor
TCGA-BH-A6R9-01A-21D-A32I-09,Primary Tumor
TCGA-BH-A6R9-01A-21R-A32P-07,Primary Tumor
TCGA-EW-A1P4-01A-21R-A144-07,Primary Tumor
TCGA-EW-A1P4-01A-21D-A142-09,Primary Tumor
TCGA-EW-A1P4-01A-21D-A145-05,Primary Tumor
TCGA-EW-A1P4-01A-21D-A141-01,Primary Tumor
TCGA-EW-A1P4-01A-21D-A140-02,Primary Tumor
TCGA-EW-A1P4-01A-21W-A187-09,Primary Tumor
TCGA-EW-A1P4-01A-21R-A143-13,Primary Tumor
TCGA-EW-A1P4-10A-01D-A141-01,Blood Derived Normal
TCGA-EW-A1P4-10A-01W-A187-09,Blood Derived Normal
TCGA-EW-A1P4-10A-01D-A140-02,Blood Derived Normal
TCGA-EW-A1P4-10A-01D-A142-09,Blood Derived Normal
TCGA-AR-A2LE-10A-01W-A19Q-09,Blood Derived Normal
TCGA-AR-A2LE-10A-01D-A17U-01,Blood Derived Normal
TCGA-AR-A2LE-10A-01D-A17W-09,Blood Derived Normal
TCGA-AR-A2LE-01A-11R-A180-07,Primary Tumor
TCGA-AR-A2LE-01A-11D-A17W-09,Primary Tumor
TCGA-AR-A2LE-01A-11D-A17Z-05,Primary Tumor
TCGA-AR-A2LE-01A-11D-A17U-01,Primary Tumor
TCGA-AR-A2LE-01A-11W-A19Q-09,Primary Tumor
TCGA-AR-A2LE-01A-11R-A17X-13,Primary Tumor
TCGA-E9-A5UP-01A-11R-A28I-13,Primary Tumor
TCGA-E9-A5UP-01A-11D-A28B-09,Primary Tumor
TCGA-E9-A5UP-01A-11D-A28A-01,Primary Tumor
TCGA-E9-A5UP-01A-11D-A28C-05,Primary Tumor
TCGA-E9-A5UP-01A-11W-A30R-09,Primary Tumor
TCGA-E9-A5UP-01A-11R-A28M-07,Primary Tumor
TCGA-E9-A5UP-10A-01W-A30S-09,Blood Derived Normal
TCGA-E9-A5UP-10A-01D-A28D-01,Blood Derived Normal
TCGA-E9-A5UP-10A-01D-A28E-09,Blood Derived Normal
TCGA-A8-A07J-10A-01W-A021-09,Blood Derived Normal
TCGA-A8-A07J-10A-01D-A017-09,Blood Derived Normal
TCGA-A8-A07J-10A-01D-A018-08,Blood Derived Normal
TCGA-A8-A07J-10A-01X-A025-09,Blood Derived Normal
TCGA-A8-A07J-10A-01D-A069-02,Blood Derived Normal
TCGA-A8-A07J-10A-01D-A012-01,Blood Derived Normal
TCGA-A8-A07J-10A-01X-A026-08,Blood Derived Normal
TCGA-A8-A07J-10A-01W-A022-08,Blood Derived Normal
TCGA-A8-A07J-01A-11D-A011-01,Primary Tumor
TCGA-A8-A07J-01A-11D-A015-09,Primary Tumor
TCGA-A8-A07J-01A-21R-A057-13,Primary Tumor
TCGA-A8-A07J-01A-11D-A068-02,Primary Tumor
TCGA-A8-A07J-01A-11W-A019-09,Primary Tumor
TCGA-A8-A07J-01A-11D-A016-08,Primary Tumor
TCGA-A8-A07J-01A-11X-A024-08,Primary Tumor
TCGA-A8-A07J-01A-11X-A023-09,Primary Tumor
TCGA-A8-A07J-01A-11W-A020-08,Primary Tumor
TCGA-A8-A07J-01A-11R-A00Z-07,Primary Tumor
TCGA-A8-A07J-01A-11R-A010-13,Primary Tumor
TCGA-A8-A07J-01A-11D-A00Y-05,Primary Tumor
TCGA-C8-A12W-10A-01W-A12U-09,Blood Derived Normal
TCGA-C8-A12W-10A-01D-A113-01,Blood Derived Normal
TCGA-C8-A12W-10A-01D-A110-09,Blood Derived Normal
TCGA-C8-A12W-10A-01D-A10Z-02,Blood Derived Normal
TCGA-C8-A12W-01A-11W-A12T-09,Primary Tumor
TCGA-C8-A12W-01A-11R-A115-07,Primary Tumor
TCGA-C8-A12W-01A-11D-A10Y-09,Primary Tumor
TCGA-C8-A12W-01A-11D-A112-05,Primary Tumor
TCGA-C8-A12W-01A-11D-A10X-02,Primary Tumor
TCGA-C8-A12W-01A-11D-A111-01,Primary Tumor
TCGA-C8-A12W-01A-11R-A114-13,Primary Tumor
TCGA-A2-A0CM-01A-31D-A128-09,Primary Tumor
TCGA-A2-A0CM-01A-31W-A051-08,Primary Tumor
TCGA-A2-A0CM-01A-31D-A036-01,Primary Tumor
TCGA-A2-A0CM-01A-31X-A048-08,Primary Tumor
TCGA-A2-A0CM-01A-31R-A035-13,Primary Tumor
TCGA-A2-A0CM-01A-31D-A033-02,Primary Tumor
TCGA-A2-A0CM-01A-31D-A045-09,Primary Tumor
TCGA-A2-A0CM-01A-31W-A050-09,Primary Tumor
TCGA-A2-A0CM-01A-31D-A044-08,Primary Tumor
TCGA-A2-A0CM-01A-31X-A049-09,Primary Tumor
TCGA-A2-A0CM-01A-31R-A034-07,Primary Tumor
TCGA-A2-A0CM-01A-31D-A032-05,Primary Tumor
TCGA-A2-A0CM-10A-01D-A046-08,Blood Derived Normal
TCGA-A2-A0CM-10A-01D-A128-09,Blood Derived Normal
TCGA-A2-A0CM-10A-01X-A052-08,Blood Derived Normal
TCGA-A2-A0CM-10A-01W-A053-08,Blood Derived Normal
TCGA-A2-A0CM-10A-01D-A047-09,Blood Derived Normal
TCGA-A2-A0CM-10A-01W-A055-09,Blood Derived Normal
TCGA-A2-A0CM-10A-01D-A031-02,Blood Derived Normal
TCGA-A2-A0CM-10A-01D-A037-01,Blood Derived Normal
TCGA-A2-A0CM-10A-01X-A054-09,Blood Derived Normal
TCGA-A2-A3XV-10A-01D-A238-01,Blood Derived Normal
TCGA-A2-A3XV-10A-01W-A23G-09,Blood Derived Normal
TCGA-A2-A3XV-10A-01D-A23C-09,Blood Derived Normal
TCGA-A2-A3XV-01A-21R-A23A-13,Primary Tumor
TCGA-A2-A3XV-01A-21D-A23C-09,Primary Tumor
TCGA-A2-A3XV-01A-21D-A23D-05,Primary Tumor
TCGA-A2-A3XV-01A-21W-A23G-09,Primary Tumor
TCGA-A2-A3XV-01A-21R-A239-07,Primary Tumor
TCGA-A2-A3XV-01A-21D-A238-01,Primary Tumor
TCGA-AC-A2FK-01A-12R-A17X-13,Primary Tumor
TCGA-AC-A2FK-01A-12D-A17W-09,Primary Tumor
TCGA-AC-A2FK-01A-12D-A17Z-05,Primary Tumor
TCGA-AC-A2FK-01A-12W-A19Q-09,Primary Tumor
TCGA-AC-A2FK-01A-12R-A180-07,Primary Tumor
TCGA-AC-A2FK-01A-12D-A17U-01,Primary Tumor
TCGA-AC-A2FK-11A-22D-A17W-09,Solid Tissue Normal
TCGA-AC-A2FK-11A-22W-A19Q-09,Solid Tissue Normal
TCGA-AC-A2FK-11A-22D-A17U-01,Solid Tissue Normal
TCGA-A8-A076-10A-01D-A069-02,Blood Derived Normal
TCGA-A8-A076-10A-01W-A022-08,Blood Derived Normal
TCGA-A8-A076-10A-01X-A026-08,Blood Derived Normal
TCGA-A8-A076-10A-01X-A025-09,Blood Derived Normal
TCGA-A8-A076-10A-01D-A012-01,Blood Derived Normal
TCGA-A8-A076-10A-01D-A017-09,Blood Derived Normal
TCGA-A8-A076-10A-01D-A018-08,Blood Derived Normal
TCGA-A8-A076-10A-01W-A021-09,Blood Derived Normal
TCGA-A8-A076-01A-21X-A024-08,Primary Tumor
TCGA-A8-A076-01A-21D-A00Y-05,Primary Tumor
TCGA-A8-A076-01A-21D-A016-08,Primary Tumor
TCGA-A8-A076-01A-21D-A068-02,Primary Tumor
TCGA-A8-A076-01A-21W-A020-08,Primary Tumor
TCGA-A8-A076-01A-21W-A019-09,Primary Tumor
TCGA-A8-A076-01A-21R-A010-13,Primary Tumor
TCGA-A8-A076-01A-21R-A00Z-07,Primary Tumor
TCGA-A8-A076-01A-21X-A023-09,Primary Tumor
TCGA-A8-A076-01A-21D-A011-01,Primary Tumor
TCGA-A8-A076-01A-21D-A015-09,Primary Tumor
TCGA-AN-A0XW-10A-01D-A106-02,Blood Derived Normal
TCGA-AN-A0XW-10A-01D-A10G-09,Blood Derived Normal
TCGA-AN-A0XW-10A-01X-A10H-09,Blood Derived Normal
TCGA-AN-A0XW-10A-01D-A107-01,Blood Derived Normal
TCGA-AN-A0XW-01A-11D-A10A-05,Primary Tumor
TCGA-AN-A0XW-01A-11R-A109-07,Primary Tumor
TCGA-AN-A0XW-01A-11R-A108-13,Primary Tumor
TCGA-AN-A0XW-01A-11X-A10H-09,Primary Tumor
TCGA-AN-A0XW-01A-11D-A10G-09,Primary Tumor
TCGA-AN-A0XW-01A-11D-A107-01,Primary Tumor
TCGA-AN-A0XW-01A-11D-A106-02,Primary Tumor
TCGA-AO-A03P-01A-11X-A023-09,Primary Tumor
TCGA-AO-A03P-01A-11X-A024-08,Primary Tumor
TCGA-AO-A03P-01A-11D-A068-02,Primary Tumor
TCGA-AO-A03P-01A-11D-A016-08,Primary Tumor
TCGA-AO-A03P-01A-11D-A00Y-05,Primary Tumor
TCGA-AO-A03P-01A-11D-A011-01,Primary Tumor
TCGA-AO-A03P-01A-11W-A019-09,Primary Tumor
TCGA-AO-A03P-01A-11W-A020-08,Primary Tumor
TCGA-AO-A03P-01A-11R-A00Z-07,Primary Tumor
TCGA-AO-A03P-01A-11R-A010-13,Primary Tumor
TCGA-AO-A03P-01A-11D-A015-09,Primary Tumor
TCGA-AO-A03P-10A-01X-A025-09,Blood Derived Normal
TCGA-AO-A03P-10A-01D-A069-02,Blood Derived Normal
TCGA-AO-A03P-10A-01D-A012-01,Blood Derived Normal
TCGA-AO-A03P-10A-01D-A017-09,Blood Derived Normal
TCGA-AO-A03P-10A-01D-A018-08,Blood Derived Normal
TCGA-AO-A03P-10A-01W-A021-09,Blood Derived Normal
TCGA-AO-A03P-10A-01W-A022-08,Blood Derived Normal
TCGA-AO-A03P-10A-01X-A026-08,Blood Derived Normal
TCGA-A2-A0YI-10A-01D-A10L-01,Blood Derived Normal
TCGA-A2-A0YI-10A-01D-A10K-02,Blood Derived Normal
TCGA-A2-A0YI-10A-01W-A124-09,Blood Derived Normal
TCGA-A2-A0YI-10A-01D-A10M-09,Blood Derived Normal
TCGA-A2-A0YI-01A-31W-A124-09,Primary Tumor
TCGA-A2-A0YI-01A-31D-A10K-02,Primary Tumor
TCGA-A2-A0YI-01A-31D-A10N-05,Primary Tumor
TCGA-A2-A0YI-01A-31D-A10M-09,Primary Tumor
TCGA-A2-A0YI-01A-31D-A10L-01,Primary Tumor
TCGA-A2-A0YI-01A-31R-A10I-13,Primary Tumor
TCGA-A2-A0YI-01A-31R-A10J-07,Primary Tumor
TCGA-D8-A1JL-10A-01D-A13M-02,Blood Derived Normal
TCGA-D8-A1JL-10A-01D-A13O-09,Blood Derived Normal
TCGA-D8-A1JL-10A-01D-A188-09,Blood Derived Normal
TCGA-D8-A1JL-10A-01D-A13N-01,Blood Derived Normal
TCGA-D8-A1JL-10A-01W-A14R-09,Blood Derived Normal
TCGA-D8-A1JL-01A-11R-A13Q-07,Primary Tumor
TCGA-D8-A1JL-01A-11D-A13K-05,Primary Tumor
TCGA-D8-A1JL-01A-11D-A13I-02,Primary Tumor
TCGA-D8-A1JL-01A-11D-A13J-01,Primary Tumor
TCGA-D8-A1JL-01A-11D-A13L-09,Primary Tumor
TCGA-D8-A1JL-01A-11W-A14Q-09,Primary Tumor
TCGA-D8-A1JL-01A-11R-A13P-13,Primary Tumor
TCGA-E2-A1IF-01A-11W-A187-09,Primary Tumor
TCGA-E2-A1IF-01A-11R-A143-13,Primary Tumor
TCGA-E2-A1IF-01A-11D-A142-09,Primary Tumor
TCGA-E2-A1IF-01A-11D-A140-02,Primary Tumor
TCGA-E2-A1IF-01A-11R-A144-07,Primary Tumor
TCGA-E2-A1IF-01A-11D-A141-01,Primary Tumor
TCGA-E2-A1IF-01A-11D-A145-05,Primary Tumor
TCGA-E2-A1IF-11A-22D-A145-05,Solid Tissue Normal
TCGA-E2-A1IF-10A-01W-A187-09,Blood Derived Normal
TCGA-E2-A1IF-10A-01D-A142-09,Blood Derived Normal
TCGA-E2-A1IF-10A-01D-A140-02,Blood Derived Normal
TCGA-E2-A1IF-10A-01D-A141-01,Blood Derived Normal
TCGA-GM-A4E0-01A-12R-A25Z-13,Primary Tumor
TCGA-GM-A4E0-01A-12D-A25N-01,Primary Tumor
TCGA-GM-A4E0-01A-12D-A25Q-09,Primary Tumor
TCGA-GM-A4E0-01A-12D-A268-05,Primary Tumor
TCGA-GM-A4E0-01A-12W-A292-09,Primary Tumor
TCGA-GM-A4E0-01A-12R-A266-07,Primary Tumor
TCGA-GM-A4E0-10A-01W-A292-09,Blood Derived Normal
TCGA-GM-A4E0-10A-01D-A25Q-09,Blood Derived Normal
TCGA-GM-A4E0-10A-01D-A25N-01,Blood Derived Normal
TCGA-E9-A2JT-10A-01D-A18P-09,Blood Derived Normal
TCGA-E9-A2JT-10A-01D-A18N-01,Blood Derived Normal
TCGA-E9-A2JT-10A-01W-A19U-09,Blood Derived Normal
TCGA-E9-A2JT-01A-22W-A19U-09,Primary Tumor
TCGA-E9-A2JT-01A-22R-A18M-07,Primary Tumor
TCGA-E9-A2JT-01A-22D-A18N-01,Primary Tumor
TCGA-E9-A2JT-01A-22D-A18O-05,Primary Tumor
TCGA-E9-A2JT-01A-22D-A18P-09,Primary Tumor
TCGA-E9-A2JT-01A-22R-A18L-13,Primary Tumor
TCGA-A8-A085-10A-01D-A012-01,Blood Derived Normal
TCGA-A8-A085-10A-01X-A026-08,Blood Derived Normal
TCGA-A8-A085-10A-01X-A025-09,Blood Derived Normal
TCGA-A8-A085-10A-01W-A022-08,Blood Derived Normal
TCGA-A8-A085-10A-01D-A069-02,Blood Derived Normal
TCGA-A8-A085-10A-01D-A017-09,Blood Derived Normal
TCGA-A8-A085-10A-01W-A021-09,Blood Derived Normal
TCGA-A8-A085-10A-01D-A018-08,Blood Derived Normal
TCGA-A8-A085-01A-11W-A019-09,Primary Tumor
TCGA-A8-A085-01A-11W-A020-08,Primary Tumor
TCGA-A8-A085-01A-11R-A010-13,Primary Tumor
TCGA-A8-A085-01A-11D-A016-08,Primary Tumor
TCGA-A8-A085-01A-11D-A068-02,Primary Tumor
TCGA-A8-A085-01A-11X-A023-09,Primary Tumor
TCGA-A8-A085-01A-11X-A024-08,Primary Tumor
TCGA-A8-A085-01A-11R-A00Z-07,Primary Tumor
TCGA-A8-A085-01A-11D-A015-09,Primary Tumor
TCGA-A8-A085-01A-11D-A011-01,Primary Tumor
TCGA-A8-A085-01A-11D-A00Y-05,Primary Tumor
TCGA-BH-A0BD-10A-01D-A046-08,Blood Derived Normal
TCGA-BH-A0BD-10A-01W-A055-09,Blood Derived Normal
TCGA-BH-A0BD-10A-01X-A054-09,Blood Derived Normal
TCGA-BH-A0BD-10A-01X-A052-08,Blood Derived Normal
TCGA-BH-A0BD-10A-01W-A053-08,Blood Derived Normal
TCGA-BH-A0BD-10A-01D-A037-01,Blood Derived Normal
TCGA-BH-A0BD-10A-01D-A047-09,Blood Derived Normal
TCGA-BH-A0BD-10A-01D-A031-02,Blood Derived Normal
TCGA-BH-A0BD-01A-11X-A049-09,Primary Tumor
TCGA-BH-A0BD-01A-11D-A045-09,Primary Tumor
TCGA-BH-A0BD-01A-11D-A032-05,Primary Tumor
TCGA-BH-A0BD-01A-11D-A036-01,Primary Tumor
TCGA-BH-A0BD-01A-11W-A051-08,Primary Tumor
TCGA-BH-A0BD-01A-11D-A033-02,Primary Tumor
TCGA-BH-A0BD-01A-11X-A048-08,Primary Tumor
TCGA-BH-A0BD-01A-11D-A044-08,Primary Tumor
TCGA-BH-A0BD-01A-11R-A034-07,Primary Tumor
TCGA-BH-A0BD-01A-11R-A035-13,Primary Tumor
TCGA-BH-A0BD-01A-11W-A050-09,Primary Tumor
TCGA-3C-AALI-10A-01D-A41F-09,Blood Derived Normal
TCGA-3C-AALI-10A-01D-A41E-01,Blood Derived Normal
TCGA-3C-AALI-01A-11R-A41B-07,Primary Tumor
TCGA-3C-AALI-01A-11D-A41Q-05,Primary Tumor
TCGA-3C-AALI-01A-11R-A41G-13,Primary Tumor
TCGA-3C-AALI-01A-11D-A41E-01,Primary Tumor
TCGA-3C-AALI-01A-11D-A41F-09,Primary Tumor
TCGA-EW-A1PF-01A-11D-A140-02,Primary Tumor
TCGA-EW-A1PF-01A-11W-A187-09,Primary Tumor
TCGA-EW-A1PF-01A-11D-A145-05,Primary Tumor
TCGA-EW-A1PF-01A-11D-A142-09,Primary Tumor
TCGA-EW-A1PF-01A-11D-A141-01,Primary Tumor
TCGA-EW-A1PF-01A-11R-A144-07,Primary Tumor
TCGA-EW-A1PF-01A-11R-A143-13,Primary Tumor
TCGA-EW-A1PF-10A-01D-A141-01,Blood Derived Normal
TCGA-EW-A1PF-10A-01D-A140-02,Blood Derived Normal
TCGA-EW-A1PF-10A-01W-A187-09,Blood Derived Normal
TCGA-EW-A1PF-10A-01D-A142-09,Blood Derived Normal
TCGA-AN-A0XT-10A-01D-A10G-09,Blood Derived Normal
TCGA-AN-A0XT-10A-01D-A117-09,Blood Derived Normal
TCGA-AN-A0XT-10A-01D-A106-02,Blood Derived Normal
TCGA-AN-A0XT-10A-01D-A107-01,Blood Derived Normal
TCGA-AN-A0XT-10A-01X-A10H-09,Blood Derived Normal
TCGA-AN-A0XT-01A-11D-A10G-09,Primary Tumor
TCGA-AN-A0XT-01A-11D-A106-02,Primary Tumor
TCGA-AN-A0XT-01A-11D-A10A-05,Primary Tumor
TCGA-AN-A0XT-01A-11D-A107-01,Primary Tumor
TCGA-AN-A0XT-01A-11X-A10H-09,Primary Tumor
TCGA-AN-A0XT-01A-11R-A109-07,Primary Tumor
TCGA-AN-A0XT-01A-11R-A108-13,Primary Tumor
TCGA-E9-A22A-01A-11R-A156-13,Primary Tumor
TCGA-E9-A22A-01A-11R-A157-07,Primary Tumor
TCGA-E9-A22A-01A-11W-A16L-09,Primary Tumor
TCGA-E9-A22A-01A-11D-A159-09,Primary Tumor
TCGA-E9-A22A-01A-11D-A160-01,Primary Tumor
TCGA-E9-A22A-01A-11D-A158-02,Primary Tumor
TCGA-E9-A22A-01A-11D-A161-05,Primary Tumor
TCGA-E9-A22A-10A-01W-A16L-09,Blood Derived Normal
TCGA-E9-A22A-10A-01D-A159-09,Blood Derived Normal
TCGA-E9-A22A-10A-01D-A160-01,Blood Derived Normal
TCGA-E9-A22A-10A-01D-A158-02,Blood Derived Normal
TCGA-D8-A73X-10A-21D-A32I-09,Blood Derived Normal
TCGA-D8-A73X-10A-21D-A32H-01,Blood Derived Normal
TCGA-D8-A73X-10A-21W-A35X-09,Blood Derived Normal
TCGA-D8-A73X-01A-11W-A35X-09,Primary Tumor
TCGA-D8-A73X-01A-11D-A32I-09,Primary Tumor
TCGA-D8-A73X-01A-11D-A32H-01,Primary Tumor
TCGA-D8-A73X-01A-11R-A32P-07,Primary Tumor
TCGA-D8-A73X-01A-11D-A32T-05,Primary Tumor
TCGA-D8-A73X-01A-11R-A32K-13,Primary Tumor
TCGA-E9-A243-01A-21W-A184-09,Primary Tumor
TCGA-E9-A243-01A-21R-A168-13,Primary Tumor
TCGA-E9-A243-01A-21D-A165-02,Primary Tumor
TCGA-E9-A243-01A-21D-A166-01,Primary Tumor
TCGA-E9-A243-01A-21D-A167-09,Primary Tumor
TCGA-E9-A243-01A-21D-A16A-05,Primary Tumor
TCGA-E9-A243-01A-21R-A169-07,Primary Tumor
TCGA-E9-A243-10A-01W-A184-09,Blood Derived Normal
TCGA-E9-A243-10A-01D-A167-09,Blood Derived Normal
TCGA-E9-A243-10A-01D-A17G-09,Blood Derived Normal
TCGA-E9-A243-10A-01D-A165-02,Blood Derived Normal
TCGA-E9-A243-10A-01D-A166-01,Blood Derived Normal
TCGA-OL-A66L-10A-01D-A31T-01,Blood Derived Normal
TCGA-OL-A66L-10A-01D-A31U-09,Blood Derived Normal
TCGA-OL-A66L-10A-01W-A335-09,Blood Derived Normal
TCGA-OL-A66L-01A-12W-A335-09,Primary Tumor
TCGA-OL-A66L-01A-12R-A31O-07,Primary Tumor
TCGA-OL-A66L-01A-12R-A31S-13,Primary Tumor
TCGA-OL-A66L-01A-12D-A31T-01,Primary Tumor
TCGA-OL-A66L-01A-12D-A31U-09,Primary Tumor
TCGA-OL-A66L-01A-12D-A31V-05,Primary Tumor
TCGA-D8-A1JI-10A-01D-A13M-02,Blood Derived Normal
TCGA-D8-A1JI-10A-01D-A13O-09,Blood Derived Normal
TCGA-D8-A1JI-10A-01D-A13N-01,Blood Derived Normal
TCGA-D8-A1JI-10A-01W-A14R-09,Blood Derived Normal
TCGA-D8-A1JI-01A-11D-A13J-01,Primary Tumor
TCGA-D8-A1JI-01A-11D-A13L-09,Primary Tumor
TCGA-D8-A1JI-01A-11W-A14Q-09,Primary Tumor
TCGA-D8-A1JI-01A-11R-A13P-13,Primary Tumor
TCGA-D8-A1JI-01A-11D-A13I-02,Primary Tumor
TCGA-D8-A1JI-01A-11R-A13Q-07,Primary Tumor
TCGA-D8-A1JI-01A-11D-A13K-05,Primary Tumor
TCGA-B6-A0WV-10A-01D-A107-01,Blood Derived Normal
TCGA-B6-A0WV-10A-01D-A10G-09,Blood Derived Normal
TCGA-B6-A0WV-10A-01X-A10H-09,Blood Derived Normal
TCGA-B6-A0WV-10A-01D-A106-02,Blood Derived Normal
TCGA-B6-A0WV-01A-11D-A106-02,Primary Tumor
TCGA-B6-A0WV-01A-11D-A10G-09,Primary Tumor
TCGA-B6-A0WV-01A-11R-A109-07,Primary Tumor
TCGA-B6-A0WV-01A-11D-A10A-05,Primary Tumor
TCGA-B6-A0WV-01A-11X-A10H-09,Primary Tumor
TCGA-B6-A0WV-01A-11D-A107-01,Primary Tumor
TCGA-B6-A0WV-01A-11R-A108-13,Primary Tumor
TCGA-C8-A12T-01A-11D-A112-05,Primary Tumor
TCGA-C8-A12T-01A-11W-A12T-09,Primary Tumor
TCGA-C8-A12T-01A-11R-A114-13,Primary Tumor
TCGA-C8-A12T-01A-11R-A115-07,Primary Tumor
TCGA-C8-A12T-01A-11D-A111-01,Primary Tumor
TCGA-C8-A12T-01A-11D-A10X-02,Primary Tumor
TCGA-C8-A12T-01A-11D-A10Y-09,Primary Tumor
TCGA-C8-A12T-10A-01W-A12U-09,Blood Derived Normal
TCGA-C8-A12T-10A-01D-A10Z-02,Blood Derived Normal
TCGA-C8-A12T-10A-01D-A110-09,Blood Derived Normal
TCGA-C8-A12T-10A-01D-A113-01,Blood Derived Normal
TCGA-A8-A08L-10A-01W-A021-09,Blood Derived Normal
TCGA-A8-A08L-10A-01D-A19H-09,Blood Derived Normal
TCGA-A8-A08L-10A-01X-A025-09,Blood Derived Normal
TCGA-A8-A08L-10A-01D-A017-09,Blood Derived Normal
TCGA-A8-A08L-10A-01D-A018-08,Blood Derived Normal
TCGA-A8-A08L-10A-01D-A069-02,Blood Derived Normal
TCGA-A8-A08L-10A-01D-A012-01,Blood Derived Normal
TCGA-A8-A08L-10A-01W-A022-08,Blood Derived Normal
TCGA-A8-A08L-10A-01X-A026-08,Blood Derived Normal
TCGA-A8-A08L-01A-11X-A023-09,Primary Tumor
TCGA-A8-A08L-01A-11D-A068-02,Primary Tumor
TCGA-A8-A08L-01A-11D-A015-09,Primary Tumor
TCGA-A8-A08L-01A-11D-A016-08,Primary Tumor
TCGA-A8-A08L-01A-11D-A19H-09,Primary Tumor
TCGA-A8-A08L-01A-11D-A011-01,Primary Tumor
TCGA-A8-A08L-01A-11D-A00Y-05,Primary Tumor
TCGA-A8-A08L-01A-11W-A020-08,Primary Tumor
TCGA-A8-A08L-01A-11R-A00Z-07,Primary Tumor
TCGA-A8-A08L-01A-11W-A019-09,Primary Tumor
TCGA-A8-A08L-01A-11X-A024-08,Primary Tumor
TCGA-A8-A08L-01A-11R-A010-13,Primary Tumor
TCGA-GM-A3NY-10A-01D-A21P-01,Blood Derived Normal
TCGA-GM-A3NY-10A-01D-A21Q-09,Blood Derived Normal
TCGA-GM-A3NY-10A-01W-A225-09,Blood Derived Normal
TCGA-GM-A3NY-01A-11W-A225-09,Primary Tumor
TCGA-GM-A3NY-01A-11D-A21Q-09,Primary Tumor
TCGA-GM-A3NY-01A-11R-A21U-13,Primary Tumor
TCGA-GM-A3NY-01A-11R-A21T-07,Primary Tumor
TCGA-GM-A3NY-01A-11D-A21R-05,Primary Tumor
TCGA-GM-A3NY-01A-11D-A21P-01,Primary Tumor
TCGA-AN-A04A-01A-21D-A044-08,Primary Tumor
TCGA-AN-A04A-01A-21W-A051-08,Primary Tumor
TCGA-AN-A04A-01A-21D-A032-05,Primary Tumor
TCGA-AN-A04A-01A-21D-A033-02,Primary Tumor
TCGA-AN-A04A-01A-21X-A049-09,Primary Tumor
TCGA-AN-A04A-01A-21D-A045-09,Primary Tumor
TCGA-AN-A04A-01A-21R-A035-13,Primary Tumor
TCGA-AN-A04A-01A-21X-A048-08,Primary Tumor
TCGA-AN-A04A-01A-21D-A036-01,Primary Tumor
TCGA-AN-A04A-01A-21W-A050-09,Primary Tumor
TCGA-AN-A04A-01A-21R-A034-07,Primary Tumor
TCGA-AN-A04A-10A-01D-A047-09,Blood Derived Normal
TCGA-AN-A04A-10A-01D-A037-01,Blood Derived Normal
TCGA-AN-A04A-10A-01W-A053-08,Blood Derived Normal
TCGA-AN-A04A-10A-01X-A052-08,Blood Derived Normal
TCGA-AN-A04A-10A-01X-A054-09,Blood Derived Normal
TCGA-AN-A04A-10A-01W-A055-09,Blood Derived Normal
TCGA-AN-A04A-10A-01D-A046-08,Blood Derived Normal
TCGA-AN-A04A-10A-01D-A031-02,Blood Derived Normal
TCGA-D8-A142-01A-11R-A115-07,Primary Tumor
TCGA-D8-A142-01A-11D-A10Y-09,Primary Tumor
TCGA-D8-A142-01A-11R-A114-13,Primary Tumor
TCGA-D8-A142-01A-11D-A111-01,Primary Tumor
TCGA-D8-A142-01A-11D-A112-05,Primary Tumor
TCGA-D8-A142-01A-11W-A12T-09,Primary Tumor
TCGA-D8-A142-01A-11D-A10X-02,Primary Tumor
TCGA-D8-A142-10A-01D-A110-09,Blood Derived Normal
TCGA-D8-A142-10A-01D-A113-01,Blood Derived Normal
TCGA-D8-A142-10A-01W-A12U-09,Blood Derived Normal
TCGA-D8-A142-10A-01D-A10Z-02,Blood Derived Normal
TCGA-D8-A3Z6-01A-11D-A23C-09,Primary Tumor
TCGA-D8-A3Z6-01A-11R-A239-07,Primary Tumor
TCGA-D8-A3Z6-01A-11R-A23A-13,Primary Tumor
TCGA-D8-A3Z6-01A-11D-A23D-05,Primary Tumor
TCGA-D8-A3Z6-01A-11W-A23G-09,Primary Tumor
TCGA-D8-A3Z6-01A-11D-A238-01,Primary Tumor
TCGA-D8-A3Z6-10A-01D-A238-01,Blood Derived Normal
TCGA-D8-A3Z6-10A-01D-A23C-09,Blood Derived Normal
